SENTENCE,LABEL
"The p53 activator Mithramycin A stimulated p53 and miR-3184-5p expression, thereby lowering the levels of ERBB2 and attenuating proliferation, migration and sphere-formation of cervical cancer cells.",0
"SIGNIFICANCE: MALAT1 promoted the IH progression through inhibiting miR-424 to activate MEKK3-mediated IKK/NF-kappaB pathway, suggesting that MALAT1, miR-424 and MEKK3 could be used as potential targets to improve IH treatment efficiency.",1
"Also, Yes-associated protein 1 (YAP1) was determined as an inhibitory target of miR-132-3p.",1
"Moreover, oncoprotein c-Myc inversely regulates miR-144/451 expression by directly binding to the miR-144/451 promoter region, forming a miRNA-Myc positive feedback loop to safeguard the high level of c-Myc in B-lymphocytes.",0
"FISH was used to co-localize circ-ZEB1 and miR-199a-3p, and biotin-coupled probe pull-down assay was used to detect the specific binding of circ-ZEB1 and miR-199a-3p.",0
"OBJECTIVE: Genomic loci encoding miR-204, which was predicted to target brain-derived neurotrophic factor (BDNF), were frequently lost in multiple cancer, including epithelial ovarian cancer (EOC).",1
"In summary, this study indicated that microRNA-200a regulates skin pigmentation by targeting WNT5A and FZD4 in Cashmere goats.",1
"Together, these findings demonstrate that UHRF1, regulated by miR-124-3p, acts as a tumor promoter by promoting cell proliferation in ICC.",1
CONCLUSIONS: Our findings indicate that low miR-100 may be a poor prognostic factor for NSCLC patients and functions as a tumor suppressor by posttranscriptionally regulating PLK1 expression.,1
"Our findings not only revealed Dicer to be a direct target of miR-31, but also demonstrated that isomiRs displayed similar and disparate regulation of target genes in cell-based systems.",1
"We validated Rap1b, a Ras family small GTPase that regulates cell adhesion and mobility, as the direct and functional target of miR-30b-5p.",1
CDKN2D and MAP3K1 overexpression reversed the effect of miR-451.,0
"Moreover, SPIN1 depletion suppresses cell growth, migration, and invasion through inactivation of the Wnt/beta-catenin signaling pathway, which recapitulates the effects of miR-381 upregulation.",1
RT-qPCR was used to detect the expression levels of miR-335-5p and G6PD mRNA in each group of cells.,0
A reverse correlation between ARF6 and miR-145-5p was found in UTUC tissues.,0
These findings suggest that genistein inhibits the proliferation of human MM cells by upregulating miR-29b resulting in suppression of NF-kappaB.,0
CCL5 promotes VEGF-C production and induces lymphangiogenesis by suppressing miR-507 in human chondrosarcoma cells.,1
"The effect of miR-30a overexpression on CRPC cell lines and the predicted target gene, CCNE2, were evaluated by MTT assay, flow cytometry, tumor formation, luciferase reporter assay and western blotting.",1
Transwell assays were performed to analyze the roles of circ-ATAD1 and miR-154-5p in regulating OS cell invasion and migration.,0
Is miR-144 an effective inhibitor of PTEN mRNA: a controversy in breast cancer.,0
"Notably, miR-34b expression levels were significantly higher in EWS-FLI1-positive samples compared within EWS-FLI1-negative samples.",0
CONCLUSION: MiR-148a plays an anti-tumor role in OSCC and inhibits OSCC progression through suppressing ERK/MAPK pathway via targeting IGF-IR.,1
SIGNIFICANCE: Magnoflorine inhibited the malignant phenotypes and increased cisplatin sensitivity of OS cells via modulating miR-410-3p/HMGB1/NF-kappaB pathway.,1
"CONCLUSION: Taken together, we identified the role of miR-30c/CTHRC1 axis in breast cancer progression and demonstrated CTHRC1 may serve as a prognostic biomarker and therapeutic target for breast cancer.",1
The relationship between miR-224 and CPEB3 was analyzed utilizing Pearson's correlation coefficient.,0
"Furthermore, there was an inverse correlation between the expression level of Enhancer of zeste homolog 2 and that of miR-101 or miR-128a, suggesting that the altered expression of the latter miRNAs accounts for the overexpression of the former.",0
Targeting miR-520a-5p could be an approach to restoring FZD9 expression and improving response to iloprost lung cancer chemoprevention.,0
CONCLUSION: Hsa_circ_0000285 is overexpressed in the glioma and promotes its progression by directly regulating the miR-599/GNG12 axis.,1
TIMP2 and TIMP3 were identified as target genes of miR-197-3p in HUVECs by bioinformatics analysis and luciferase reporter assay.,1
The results of the luciferase reporter assay identified lactate dehydrogenase A (LDHA) as a direct target of miR-200c.,1
"Furthermore, we investigated the effect of HBX overexpression on miR-18a and CTGF, as well as the viability and cell cycle status of HepG2 cells.",0
An increase in CDC25A expression by means of a reduction in miR-184 promotes cell invasiveness.,1
"LINC01133 was also found to function as an miR-205 sponge to decrease ovarian cancer cell proliferation, migration, and invasion by elevating LRRK2.",1
We also identify FGFR1 as a direct target of miR-424 in human trophoblasts.,1
MiR-155 is a liposarcoma oncogene that targets casein kinase-1alpha and enhances beta-catenin signaling.,1
"RESULTS: The miR-152 repressed HLA-G expression but exerted no effect on JEG-3 cell invasion, and overexpression of miR-152 led to increased NK cell-mediated cytolysis in JEG-3 cells.",1
"We identified forkhead box O3 and F-box WD repeat domain containing 7, E3 ubiquitin protein ligase (FBXW7) as potential targets of miR-182, and found that levels of forkhead box O3, but not FBXW7, were significantly decreased in fibrotic samples.",0
We also demonstrated knockdown of miR-221 could reverse resistance to TRAIL partially by targeting PTEN.,1
"Moreover, miR-942 was found to target CD44 mRNA while miR-510 was found to target CDH1 mRNA.",1
"Mechanistically, circASPH was identified to act as a molecular sponge for miR-370 and abrogate miR-370-mediated inhibition of HMGA2.",1
Two online tools and real-time PCR revealed that FXR promoted miR-33 expression.,0
"In conclusion, we demonstrated that the n335586/miR-924/CKMT1A axis contributes to HCC cell migration and invasion, which may be helpful for understanding of pathogenesis of HBV-related HCC.",1
SLIT2/ROBO1-miR-218-1-RET/PLAG1: a new disease pathway involved in Hirschsprung's disease.,0
"These results indicate that down-regulation of miR-144 is critical for air pollution-related lung cancer, and the miR-144-Zeb1 signalling pathway could represent a potential therapeutic target.",1
"Mechanistically, E2F3 was a target of miR-375, and circ_0000654 modulated E2F3 expression through sequestering miR-375.",1
"Additionally, overexpression of miR-1297 or knockdown of MTDH suppressed BxPC-3 and PANC-1 cell proliferation, and upregulation of miR-1297 or suppression of MTDH promoted BxPC-3 and PANC-1 cell apoptosis.",1
The involvement of miR-296 and RUVBL1 in the development of micropapillary bladder cancer was identified by the analyses of correlative associations of genome expression profiles and requires mechanistic validation.,0
This study determined the role and mechanism of miR-423-5p in hepatic glucose and lipid metabolism by repressing FAM3A expression.,1
"These data suggest that C/EBPalpha and eEF1A1 may play opposing roles in Sp1-regulating miR-122 transcription, and the eEF1A1 upregulation accompanied by C/EBPalpha downregulation in HCC may switch the regulatory functions of Sp1 and led to reduced miR-122 transcription.",0
Our results suggest that strategies to augment NAMPT protein expression by down-regulation of miR-182 may have therapeutic benefits to prevent HIV-1 replication.,1
"Moreover, treatment of PC cells with a natural compound genistein led to the up-regulation of miR-34a, resulting in the down-regulation of Notch-1, which was correlated with inhibition of cell growth, and induction of apoptosis.",1
Targeting the Notch1 oncogene by miR-139-5p inhibits glioma metastasis and epithelial-mesenchymal transition (EMT).,1
"Subsequently, we evaluated the role of miR-206 in cell proliferation, apoptosis, cell cycle arrest and migration by MTS assay, Hoechst 33342 staining, Annexin V-FITC/PI assay, flow cytometry and wound healing assay.",0
HCP5 is a SMAD3-responsive long non-coding RNA that promotes lung adenocarcinoma metastasis via miR-203/SNAI axis.,1
The possible role of miR-19a in UC pathogenesis involves regulation of TNF-alpha expression in the colon.,1
TGF-beta-induced long non-coding RNA MIR155HG promotes the progression and EMT of laryngeal squamous cell carcinoma by regulating the miR-155-5p/SOX10 axis.,1
"Finally, cells were cotransfected with siRNA against caspase 8 and miR-21 inhibitor, and the apoptotic cell rate was determined again.",0
"Thus, inhibiting fatty acid synthase by microRNA-195 may serve as a novel therapeutic approach for the treatment of pancreatic cancer.",1
miR-339-5p Inhibits Autophagy to Reduce the Resistance of Laryngeal Carcinoma on Cisplatin via Targeting TAK1.,1
"Notably, circ_0054537 was identified as a ceRNA for microRNA (miR)-640, and miR-640 could target neuronal pentraxin-2 (NPTX2), as evidenced by dual-luciferase reporter assay and RNA immunoprecipitation assay.",1
"Next, based on the miRanda and miRDB databases, we predicted one microRNA, hsa-mir-346, that might regulate and bind to 3'UTR of YTHDF1, which was confirmed by our fluorescent enzyme reporter gene experiment.",1
"Further investigation showed that miR-181c mediated the activity of phosphoinositide-3 kinase (PI3K)/AKT signal pathway, and inhibition of PI3K/Akt in K562 cells counteracted miR-181c-mediated MDR phenotype.",0
Dual-luciferase reporter assay was used to study interaction between miR-96 and LIM-domain only protein 7 (LMO7).,0
Promoter hypermethylation of let-7a-3 is relevant to its down-expression in diabetic nephropathy by targeting UHRF1.,1
"The results of the present study suggest that miR-182 upregulates LPL expression, promotes lipid accumulation in atherosclerotic lesions, and increases proinflammatory cytokine secretion, likely through targetingHDAC9, leading to an acceleration of atherogenesis in ApoE-KO mice.",1
"The results indicated that miR-130a promotes osteoblastic differentiation of BMSC by negatively regulating Smurf2 expression and suppresses adipogenic differentiation of BMSC by targeting the PPARgamma, and supply a new target for clinical therapy of age-related bone loss.",1
"For the first time, we demonstrate the presence of a feedback loop involving miR-375, ras dexamethasone-induced 1 (RASD1), and ERalpha in normal HUVECs, and we show that formononetin stimulated this feedback loop in HUVECs but not in MCF-7 or BT474 cells.",1
"We also use it to show that the oncogenic microRNA, miR18a, is nonlinearly regulated by matrix stiffness and fibronectin density in glioma cells.",0
The increased level of Bcl-2 caused by the decrease in miR-181c protected mitochondrial morphology from the tumour necrosis factor alpha-induced apoptosis.,1
"Furthermore, we found that restoring the AEG-1 (without the 3'UTR) significantly rescued miR-137-induced cell growth inhibition and cell-cycle arrest.",1
"Overall, this finding not only provided a novel molecular pathway for the diagnosis and treatment of AML but also showed that LINC00665 could enhance the progression of AML by regulating the miR-4458/DOCK1 pathway.",1
"Mechanistic insights into the interaction among KDM5A, miR-495, YTHDF2 and MOB3B were obtained after dual luciferase reporter, ChIP, and PAR-CLIP assays.",0
